,PKMuestreo,FechaMuestreo,IDPiscina,PKCiclo,KilosAlimento,FechaSiembra,FechaCosecha,CantidadSembrada,Hectareas,days_from_last_monitoring,cycle_days,survival_updated_at,Supervivencia,PesoPromedio2,CantidadCosechada,biomass_harvested,CantidadCosechada_cum,biomass_harvested_cum,stocked_minus_harvested,live_animals,live_biomass,cumulative_biomass,kg/ha/day,cumulative_fcr,density_ha,density_ha_bin,biomass_ha,NombreProveedor,Proveedor,Codigo,Especie,Origen,Proceso,Descripcion,MnProveedor,total_feed_given,cycle_feed_cost,start_weight,start_cycle_days,CantidadCosechada_harvested,VentaUSDReal,average_weight_harvest,Parcial,final_sale,partial_harvest_qty,partial_harvest_rev,final_biomass_harvested,cycle_fcr,cycle_weekly_growth_rate,rev_ha_day,cycle_feed_ha_day
151,119245,2021-04-05,67,4723,2200.0,2021-01-05,2021-04-09,775000,6.0,7.0,90,,69.0,26.2,0.0,0.0,164503.0,2433.0,610497.0,421243.0,11037.0,13470.0,52.4,1.544,129167.0,<130K,2245.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,IRMART,20801.0,21431.559999999998,0.9,6,529922.0,48161.0,25.389999,1.0,1.0,164503.0,7316.0,11711.0,1.776,2.11,89.19,38.52
152,119234,2021-04-05,42,4724,6500.0,2021-01-05,2021-04-13,3837000,28.4,7.0,90,,61.0,25.4,0.0,0.0,811745.0,12966.0,3025255.0,1845406.0,46873.0,59839.0,32.7,1.388,135106.0,130-160k,2107.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,IRMART,83075.0,84212.68000000001,1.1,6,2303543.0,217435.0,26.09,2.0,2.0,811745.0,41350.0,51887.0,1.601,2.02,85.07,32.5
153,119985,2021-04-19,26,4731,3125.0,2021-01-12,2021-04-21,1529000,13.2,7.0,97,,72.0,29.9,0.0,0.0,242790.0,4647.0,1286210.0,926071.0,27690.0,32337.0,33.8,1.508,115833.0,<130K,2450.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP2,48775.0,49215.65,2.0,6,1123012.0,136588.0,29.9,1.0,1.0,242790.0,16217.0,30966.0,1.575,2.15,106.68,38.09
154,119989,2021-04-19,30,4736,2850.0,2021-01-26,2021-04-23,1230000,9.0,7.0,83,,71.0,27.5,0.0,0.0,314218.0,6095.0,915782.0,650205.0,17881.0,23976.0,45.2,1.2,136667.0,130-160k,2664.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,28775.0,30456.62,1.3,6,761181.0,79036.0,29.200001,2.0,2.0,314218.0,22445.0,19146.0,1.503,2.38,105.8,38.52
155,120272,2021-04-26,38,4737,2175.0,2021-01-27,2021-04-30,668000,5.0999999,7.0,89,2021-04-26,68.0,26.0,0.0,0.0,78530.0,1485.0,589470.0,400840.0,10422.0,11907.0,60.9,1.701,130980.0,130-160k,2335.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,20250.0,20958.8,1.1,5,469066.0,55327.0,28.540001,1.0,1.0,78530.0,5551.0,12631.0,1.603,2.08,121.89,44.61
156,120557,2021-05-03,34,4738,4725.0,2021-01-27,2021-05-09,1948000,14.8,7.0,96,,76.0,26.0,0.0,0.0,686444.0,12206.0,1261556.0,958783.0,24928.0,37134.0,45.6,1.447,131622.0,130-160k,2509.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,53750.0,56273.53,1.4,5,1564433.0,153905.0,26.690001,2.0,2.0,686444.0,44828.0,35640.0,1.508,1.89,108.32,37.83
157,119981,2021-04-19,22,4739,3400.0,2021-01-28,2021-04-22,1510000,12.5,7.0,81,,71.0,24.7,0.0,0.0,251308.0,4227.0,1258692.0,893671.0,22074.0,26301.0,38.9,1.457,120800.0,<130K,2104.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,38325.0,40128.54,1.0,4,1059906.0,97459.0,24.5,1.0,1.0,251308.0,14333.0,24038.0,1.594,2.15,96.26,37.85
158,119997,2021-04-19,41,4740,3850.0,2021-01-29,2021-04-25,1276000,11.4,7.0,80,,79.0,25.2,0.0,0.0,299760.0,6235.0,976240.0,771230.0,19435.0,25670.0,48.2,1.436,111930.0,<130K,2252.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,36850.0,38503.57,1.2,3,897840.0,95544.0,26.040001,1.0,1.0,299760.0,24861.0,21809.0,1.69,2.18,104.76,40.41
159,120270,2021-04-26,36,4742,2850.0,2021-02-02,2021-04-26,1850000,15.1,7.0,83,,82.0,,0.0,0.0,662435.0,13143.0,1187565.0,973803.0,,,27.0,,122517.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,48175.0,49288.23,2.3,6,1522413.0,154768.0,26.709999,2.0,2.0,662435.0,51558.0,36113.0,1.334,,123.49,38.44
160,120271,2021-04-26,37,4743,2375.0,2021-02-02,2021-05-01,1205000,9.8000002,7.0,83,2021-04-26,78.0,27.7,0.0,0.0,381019.0,8082.0,823981.0,642705.0,17803.0,25885.0,34.6,1.222,122959.0,<130K,2641.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,31625.0,32379.829999999998,2.4,6,923179.0,106050.0,28.540001,2.0,2.0,381019.0,32572.0,23555.0,1.343,2.3,130.38,38.88
161,120584,2021-05-03,64,4744,2625.0,2021-02-10,2021-05-05,895000,7.1999998,7.0,82,,79.0,23.0,0.0,0.0,223256.0,3552.0,671744.0,530678.0,12206.0,15758.0,52.1,1.491,124306.0,<130K,2189.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,23500.0,23816.65,1.3,5,818333.0,68623.0,22.799999,1.0,1.0,223256.0,12300.0,17120.0,1.373,1.97,116.23,39.8
162,120548,2021-05-03,25,4748,3900.0,2021-02-11,2021-05-08,1289000,12.0,7.0,81,,74.0,26.7,0.0,0.0,232472.0,4138.0,1056528.0,781831.0,20875.0,25013.0,46.4,1.477,107417.0,<130K,2084.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,36950.0,37805.0,1.2,4,957594.0,108346.0,28.620001,1.0,1.0,232472.0,15163.0,24891.0,1.484,2.32,111.47,38.01
163,120566,2021-05-03,43,4749,4950.0,2021-02-12,2021-05-04,1682000,16.799999,7.0,80,,86.0,27.6,0.0,0.0,303498.0,5639.0,1378502.0,1185512.0,32720.0,38359.0,42.1,1.171,100119.0,<130K,2283.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,44925.0,45872.2,1.0,3,1319749.0,151308.0,27.690001,1.0,1.0,303498.0,19897.0,33779.0,1.33,2.42,112.58,33.43
164,121509,2021-05-17,27,4755,0.0,2021-02-19,2021-05-17,718000,8.8000002,7.0,87,,100.0,,0.0,0.0,148854.0,3379.0,569146.0,569146.0,,,0.0,,81591.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,29300.0,30768.17,1.4,3,731587.0,90017.0,27.07,1.0,1.0,148854.0,14289.0,19154.0,1.53,,117.58,38.27
165,121510,2021-05-17,28,4756,0.0,2021-02-19,2021-05-18,606000,7.4000001,7.0,87,,94.0,,0.0,0.0,152061.0,3137.0,453939.0,426703.0,,,0.0,,81892.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,23175.0,24408.43,1.4,3,676351.0,81672.0,27.0,1.0,1.0,152061.0,12849.0,17293.0,1.34,,126.86,36.0
166,122153,2021-05-31,19,4759,1350.0,2021-02-24,2021-06-07,714000,6.5,7.0,96,2021-05-31,79.0,28.0,0.0,0.0,208909.0,2931.0,505091.0,399022.0,11173.0,14104.0,29.7,1.815,109846.0,<130K,2170.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,25600.0,26546.97,1.5,5,640665.0,62354.0,24.940001,1.0,1.0,208909.0,8681.0,13699.0,1.869,2.04,99.93,41.03
167,122154,2021-05-31,20,4760,1350.0,2021-02-24,2021-06-07,450000,5.9000001,7.0,96,2021-05-31,78.0,28.1,0.0,0.0,80574.0,1996.0,369426.0,288152.0,8097.0,10093.0,32.7,2.125,76271.0,<130K,1711.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,21450.0,22224.78,1.4,5,368278.0,46904.0,27.0,1.0,1.0,80574.0,9355.0,9764.0,2.197,2.05,82.81,37.87
168,121884,2021-05-24,75,4761,2825.0,2021-03-09,2021-05-27,824000,10.5,7.0,76,2021-05-24,92.0,27.7,0.0,0.0,184558.0,4250.0,639442.0,588287.0,16296.0,20546.0,38.4,1.403,78476.0,<130K,1957.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,28825.0,29682.12,3.5,6,673186.0,84944.0,27.91,1.0,1.0,184558.0,17445.0,17888.0,1.611,2.42,106.45,36.12
169,121843,2021-05-24,23,4762,2575.0,2021-03-19,2021-05-26,902000,16.200001,7.0,66,,99.0,28.6,0.0,0.0,141815.0,3387.0,760185.0,752583.0,21524.0,24911.0,22.7,1.301,55679.0,<130K,1538.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,32400.0,32904.36,5.2,3,678240.0,90645.0,28.780001,1.0,1.0,141815.0,15123.0,18825.0,1.721,2.6,84.78,30.3
170,121883,2021-05-24,74,4763,3600.0,2021-03-23,2021-05-28,770000,11.0,7.0,62,2021-05-24,97.0,27.8,0.0,0.0,149039.0,3528.0,620961.0,602332.0,16745.0,20273.0,46.8,1.34,70000.0,<130K,1843.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,27175.0,27392.4,6.2,6,617441.0,84997.0,29.0,1.0,1.0,149039.0,16018.0,17112.0,1.588,2.7,124.63,39.85
171,122162,2021-05-31,29,4764,1475.0,2021-03-24,2021-06-03,484000,9.3000002,7.0,68,2021-05-31,93.0,27.6,0.0,0.0,145019.0,3567.0,338981.0,315252.0,8701.0,12268.0,22.7,1.665,52043.0,<130K,1319.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,20425.0,20588.399999999998,9.6,5,396234.0,50004.0,26.790001,1.0,1.0,145019.0,16331.0,10297.0,1.984,2.0,79.07,32.3
172,122173,2021-05-31,40,4765,2525.0,2021-03-25,2021-06-04,781000,12.4,7.0,67,2021-05-31,94.0,28.5,0.0,0.0,150183.0,3609.0,630817.0,592968.0,16900.0,20509.0,29.1,1.444,62984.0,<130K,1654.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,CORQ,29625.0,30025.44,4.7,4,832678.0,111896.0,27.42,1.0,1.0,150183.0,16866.0,22323.0,1.327,2.64,134.68,35.66
173,122177,2021-05-31,44,4766,4125.0,2021-03-26,2021-06-02,1035000,14.7,7.0,66,2021-05-31,97.0,25.3,0.0,0.0,225668.0,5168.0,809332.0,785052.0,19862.0,25030.0,40.1,1.466,70408.0,<130K,1703.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,36700.0,37204.71,3.6,3,1057497.0,125049.0,24.92,1.0,1.0,225668.0,23150.0,25897.0,1.417,2.41,128.89,37.83
174,123139,2021-06-28,67,4780,2375.0,2021-04-14,2021-07-02,655000,6.0,7.0,75,2021-06-28,87.0,19.6,0.0,0.0,111246.0,1464.0,543754.0,473066.0,9272.0,10736.0,56.5,1.805,109167.0,<130K,1789.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,19375.0,20360.66,1.4,5,607313.0,45974.0,19.07,1.0,1.0,111246.0,4117.0,10924.0,1.774,1.82,102.16,43.06
175,123371,2021-07-05,46,4783,2025.0,2021-04-14,2021-07-06,582000,5.3000002,7.0,82,,102.0,,0.0,0.0,182007.0,2721.0,399993.0,407993.0,,,54.6,,109811.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,20575.0,21733.22,1.4,5,608129.0,57317.0,22.190001,1.0,1.0,182007.0,9858.0,12177.0,1.69,,131.88,47.34
176,123797,2021-07-19,24,4784,4175.0,2021-04-15,2021-07-24,1792000,15.4,7.0,95,2021-07-19,85.0,26.6,0.0,0.0,639301.0,8784.0,1152699.0,979794.0,26063.0,34847.0,38.7,1.72,116364.0,<130K,2263.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,59925.0,62910.69,1.2,4,1929896.0,177283.0,23.34,1.0,1.0,639301.0,31481.0,38906.0,1.54,1.95,121.18,40.96
177,123982,2021-07-26,31,4789,3625.0,2021-04-16,2021-07-28,1469000,14.0,7.0,101,,110.0,24.0,0.0,0.0,605398.0,9325.0,863602.0,949962.0,22799.0,32124.0,37.0,1.991,104929.0,<130K,2295.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,63950.0,66480.27,1.4,3,1797866.0,182138.0,24.030001,2.0,2.0,605398.0,37742.0,37980.0,1.684,1.61,128.81,45.23
178,123808,2021-07-19,35,4790,1925.0,2021-04-20,2021-07-22,681000,5.4000001,7.0,90,2021-07-19,100.0,22.9,0.0,0.0,334549.0,5655.0,346451.0,346451.0,7934.0,13589.0,50.9,1.752,126111.0,<130K,2516.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,23805.0,24985.61,1.8,6,767692.0,66092.0,21.129999,2.0,2.0,334549.0,23027.0,14807.0,1.608,1.76,135.99,48.98
179,123990,2021-07-26,42,4792,5875.0,2021-04-18,2021-07-29,2944000,28.4,7.0,99,,84.0,27.9,0.0,0.0,1161685.0,19254.0,1782315.0,1497145.0,41770.0,61024.0,29.6,1.722,103662.0,<130K,2149.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,105099.0,109333.212,1.0,1,2499083.0,276069.0,26.98,2.0,2.0,1161685.0,80731.0,55337.0,1.899,1.92,98.19,37.38
180,124218,2021-08-02,39,4794,3575.0,2021-04-23,2021-08-05,1410000,12.7,7.0,101,2021-08-02,74.0,27.4,0.0,0.0,393414.0,6869.0,1016586.0,752274.0,20612.0,27481.0,40.2,1.832,111024.0,<130K,2164.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,50350.0,51962.200000000004,1.8,3,1046435.0,128082.0,27.67,1.0,1.0,393414.0,31525.0,24938.0,2.019,1.83,99.85,39.25
181,123806,2021-07-19,33,4795,3575.0,2021-04-21,2021-07-22,1027000,9.3000002,7.0,89,2021-07-19,84.0,22.0,0.0,0.0,336716.0,5519.0,690284.0,579839.0,12756.0,18275.0,54.9,1.793,110430.0,<130K,1965.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,32775.0,34534.46,1.8,5,993203.0,89024.0,21.870001,2.0,2.0,336716.0,22534.0,19876.0,1.649,1.68,107.56,39.6
182,123805,2021-07-19,32,4796,7150.0,2021-04-21,2021-07-23,1963000,17.0,7.0,89,2021-07-19,93.0,23.2,0.0,0.0,672539.0,11410.0,1290461.0,1200129.0,27843.0,39253.0,60.1,1.758,115471.0,<130K,2309.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,69025.0,72543.38,1.8,5,2099653.0,207054.0,22.799999,2.0,2.0,672539.0,47367.0,43948.0,1.571,1.78,136.85,45.62
183,123799,2021-07-19,26,4801,5025.0,2021-04-28,2021-07-24,1218000,13.2,7.0,82,2021-07-19,103.0,22.4,0.0,0.0,305556.0,5115.0,912444.0,939817.0,21052.0,26167.0,54.4,1.76,92273.0,<130K,1982.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,46064.0,47116.87,2.0,5,1161207.0,133950.0,25.530001,1.0,1.0,305556.0,22158.0,26960.0,1.709,1.85,123.75,42.56
184,123347,2021-07-05,22,4802,5125.0,2021-04-29,2021-07-11,1206000,12.5,7.0,67,2021-07-05,101.0,22.9,0.0,0.0,377427.0,6318.0,828573.0,836859.0,19164.0,25482.0,58.6,1.456,96480.0,<130K,2039.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,37091.0,38470.1664,1.9,4,1263892.0,115545.0,21.440001,1.0,1.0,377427.0,29390.0,25324.0,1.465,2.33,137.96,44.29
186,124215,2021-08-02,36,4809,4325.0,2021-05-07,2021-08-05,1364000,15.1,7.0,87,2021-08-02,89.0,26.3,0.0,0.0,336545.0,5728.0,1027455.0,914435.0,24050.0,29778.0,40.9,1.442,90331.0,<130K,1972.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,42925.0,44236.48,1.8,3,1163717.0,140129.0,26.42,1.0,1.0,336545.0,25350.0,27582.0,1.556,2.04,106.67,32.67
187,124209,2021-08-02,30,4815,3425.0,2021-05-11,2021-08-08,807000,9.0,7.0,83,2021-08-02,108.0,21.0,0.0,0.0,224202.0,3260.0,582798.0,629422.0,13218.0,16478.0,54.4,1.909,89667.0,<130K,1831.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,31450.0,32887.43,1.5,6,877245.0,83208.0,22.51,1.0,1.0,224202.0,11177.0,17960.0,1.751,1.77,111.39,42.1
188,124853,2021-08-23,41,4817,2550.0,2021-05-13,2021-08-24,1298000,11.4,7.0,102,,82.0,,0.0,0.0,369084.0,7214.0,928916.0,761711.0,,,32.0,,113860.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,49575.0,52297.07,0.9,4,1016021.0,119051.0,26.610001,2.0,2.0,369084.0,31821.0,24429.0,2.029,,102.38,42.63
189,124217,2021-08-02,38,4818,1950.0,2021-05-13,2021-08-07,536000,5.0999999,7.0,81,2021-08-02,95.0,21.3,0.0,0.0,122714.0,2161.0,413286.0,392622.0,8363.0,10524.0,54.6,1.729,105098.0,<130K,2064.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,18200.0,18677.4,1.1,4,484692.0,48129.0,22.59,1.0,1.0,122714.0,9245.0,10338.0,1.76,1.84,116.51,44.06
190,124453,2021-08-16,25,4821,5225.0,2021-05-18,2021-08-18,1368000,12.0,7.0,90,2021-08-16,99.0,23.7,0.0,0.0,481162.0,7596.0,886838.0,877970.0,20808.0,28404.0,62.2,1.741,114000.0,<130K,2367.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,49450.0,51493.86,1.9,6,1271478.0,108487.0,21.645,2.0,2.0,481162.0,30353.0,24702.0,2.002,1.82,100.45,45.79
191,124488,2021-08-16,64,4822,2225.0,2021-05-19,2021-08-17,648000,7.1999998,7.0,89,,98.0,,0.0,0.0,154046.0,2745.0,493954.0,484075.0,,,44.1,,90000.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,26660.0,27911.44,1.4,5,671474.0,73103.0,24.34,1.0,1.0,154046.0,11867.0,15339.0,1.738,,114.08,41.6
192,125164,2021-08-30,34,4823,3950.0,2021-05-20,2021-09-04,1718000,14.8,7.0,102,2021-08-30,70.0,28.2,0.0,0.0,534453.0,10086.0,1183547.0,828483.0,23363.0,33449.0,38.1,1.774,116081.0,<130K,2260.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,59325.0,61908.36,1.3,4,1403548.0,159201.0,26.049999,2.0,2.0,534453.0,43971.0,32726.0,1.813,1.92,105.46,39.3
193,125172,2021-08-30,43,4826,3800.0,2021-05-23,2021-09-03,1743000,16.799999,7.0,99,2021-08-30,88.0,26.7,0.0,0.0,677302.0,11458.0,1065698.0,937814.0,25040.0,36498.0,32.3,1.717,103750.0,<130K,2173.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,62650.0,65189.0,0.8,1,1345534.0,142189.0,27.309999,2.0,2.0,677302.0,45999.0,29707.0,2.109,1.85,85.49,37.67
196,124836,2021-08-23,23,4836,4350.0,2021-06-02,2021-08-25,1553000,16.200001,7.0,82,2021-08-23,78.0,26.1,0.0,0.0,310800.0,6775.0,1242200.0,968916.0,25289.0,32064.0,38.4,1.463,95864.0,<130K,1979.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,P&A,46900.0,48986.15,1.7,5,1264173.0,139042.0,23.719999,1.0,1.0,310800.0,31807.0,29389.0,1.596,2.22,104.67,35.31
197,124877,2021-08-23,75,4837,1725.0,2021-06-04,2021-08-23,1161000,10.5,7.0,80,,94.0,,0.0,0.0,510891.0,9538.0,650109.0,611102.0,,,23.5,,110571.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,35800.0,37284.96,1.8,3,1203690.0,119933.0,23.469999,2.0,2.0,510891.0,42099.0,25798.0,1.388,,142.78,42.62
200,125489,2021-09-13,44,4843,3425.0,2021-06-15,2021-09-19,1452000,14.7,7.0,90,2021-09-13,63.0,25.6,0.0,0.0,251415.0,4352.0,1200585.0,756369.0,19363.0,23715.0,33.3,1.732,98776.0,<130K,1613.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,41075.0,43393.85,1.4,6,855493.0,105716.0,26.24,1.0,1.0,251415.0,18528.0,20203.0,2.033,2.02,79.91,31.05
202,125466,2021-09-13,19,4845,2125.0,2021-06-16,2021-09-17,720000,6.5,7.0,89,2021-09-13,86.0,25.4,0.0,0.0,188712.0,3644.0,531288.0,456908.0,11605.0,15249.0,46.7,1.528,110769.0,<130K,2346.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,23300.0,24305.8,1.7,5,620566.0,71817.0,24.33,1.0,1.0,188712.0,16151.0,14151.0,1.647,1.98,124.14,40.28
203,125467,2021-09-13,20,4846,1925.0,2021-06-16,2021-09-21,664000,5.9000001,7.0,89,2021-09-13,70.0,27.5,0.0,0.0,167720.0,3380.0,496280.0,347396.0,9553.0,12933.0,46.6,1.67,112542.0,<130K,2192.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,21600.0,22528.62,1.6,5,514178.0,63831.0,25.549999,1.0,1.0,167720.0,15365.0,12232.0,1.766,2.16,121.56,41.14
204,125995,2021-09-27,29,4849,1750.0,2021-07-02,2021-10-01,956000,9.3000002,7.0,87,2021-09-27,76.0,22.5,0.0,0.0,111610.0,2086.0,844390.0,641736.0,14439.0,16525.0,26.9,1.681,102796.0,<130K,1777.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,27775.0,29382.25,1.0,3,647540.0,70284.0,21.57,1.0,1.0,111610.0,9782.0,13646.0,2.035,1.79,86.87,34.33
215,127815,2021-11-15,36,4898,5750.0,2021-08-18,2021-11-19,1525000,15.1,7.0,89,2021-11-15,78.0,23.6,0.0,0.0,243405.0,4396.0,1281595.0,999644.0,23592.0,27988.0,54.4,1.746,100993.0,<130K,1854.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,48875.0,50698.13,1.7,5,1314255.0,136030.0,24.139999,1.0,1.0,243405.0,20303.0,30246.0,1.616,1.83,101.22,36.37
220,128098,2021-11-22,25,4903,4225.0,2021-08-25,2021-11-23,1148000,12.0,7.0,89,2021-11-22,71.0,30.9,0.0,0.0,151667.0,3229.0,996333.0,707396.0,21859.0,25088.0,50.3,1.73,95667.0,<130K,2091.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,43400.0,46106.59,3.0,5,816296.0,107616.0,31.290001,1.0,1.0,151667.0,16064.0,24025.0,1.806,2.32,100.76,40.64
221,127460,2021-11-01,30,4904,2450.0,2021-08-17,2021-11-04,865000,9.0,7.0,76,2021-11-01,93.0,23.8,0.0,0.0,119142.0,2471.0,745858.0,693648.0,16509.0,18980.0,38.9,1.496,96111.0,<130K,2109.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,28400.0,29618.48,2.0,6,789628.0,91743.0,23.950001,1.0,1.0,119142.0,12034.0,18529.0,1.533,2.18,134.13,41.52
222,128172,2021-11-29,23,4909,1400.0,2021-09-02,2021-12-01,1636000,16.200001,7.0,88,,75.0,,0.0,0.0,203881.0,3866.0,1432119.0,1074089.0,,,12.3,,100988.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,48225.0,49172.2,1.5,4,1136939.0,117640.0,26.620001,1.0,1.0,203881.0,16368.0,28704.0,1.68,,82.52,33.83
223,128189,2021-11-29,41,4912,3700.0,2021-09-03,2021-11-30,1518000,11.4,7.0,87,,65.0,,0.0,0.0,201293.0,3430.0,1316707.0,855860.0,,,46.4,,133158.0,130-160k,,AQUATROPICAL,AQ,VLL,V,L,L,Laboratorio,P&A,39375.0,41837.19,0.6,3,888513.0,86977.0,25.23,1.0,1.0,201293.0,13989.0,20769.0,1.896,,87.7,39.7
224,128131,2021-11-22,74,4916,4875.0,2021-09-07,2021-11-30,1200000,11.0,7.0,76,2021-11-22,74.0,25.6,0.0,0.0,63664.0,1053.0,1136336.0,840889.0,21527.0,22580.0,63.3,1.485,109091.0,<130K,2053.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,33525.0,35039.14,2.1,6,924750.0,98958.0,25.92,1.0,1.0,63664.0,4926.0,23372.0,1.434,2.35,118.37,40.1
225,127641,2021-11-08,75,4917,3375.0,2021-09-07,2021-11-10,1210000,10.5,7.0,62,2021-11-08,64.0,24.2,0.0,0.0,161304.0,2747.0,1048696.0,671165.0,16242.0,18989.0,45.9,1.24,115238.0,<130K,1808.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,23550.0,25086.78,2.1,6,834548.0,71191.0,22.07,1.0,1.0,161304.0,12413.0,17605.0,1.338,2.76,109.36,36.18
226,128546,2021-12-06,43,4918,6400.0,2021-09-08,2021-12-10,1876000,16.799999,7.0,89,2021-12-06,93.0,24.8,0.0,0.0,365073.0,5662.0,1510927.0,1405162.0,34848.0,40510.0,54.4,1.508,111667.0,<130K,2411.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,P&A,61100.0,63575.47,1.8,5,1652927.0,138581.0,22.59,1.0,1.0,365073.0,22431.0,34755.0,1.758,1.92,92.68,40.86
227,128538,2021-12-06,34,4919,5025.0,2021-09-09,2021-12-07,1828000,14.8,7.0,88,2021-12-06,76.0,24.6,0.0,0.0,275173.0,3811.0,1552827.0,1180149.0,29032.0,32843.0,48.5,1.61,123514.0,<130K,2219.0,AQUATROPICAL,AQ,VLL,V,L,L,Laboratorio,P&A,52875.0,54872.22,1.3,4,1445539.0,125303.0,23.17,1.0,1.0,275173.0,14608.0,30928.0,1.71,1.94,96.21,40.6
231,128915,2021-12-13,44,4930,4225.0,2021-09-24,2021-12-14,1279000,14.7,7.0,80,,97.0,,0.0,0.0,221573.0,4283.0,1057427.0,1025704.0,,,41.1,,87007.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,48425.0,50110.36,2.0,3,1330636.0,131733.0,25.0,1.0,1.0,221573.0,14870.0,32010.0,1.513,,112.02,41.18
232,129424,2022-01-03,19,4940,1675.0,2021-10-05,2022-01-05,825000,6.5,7.0,90,,85.0,25.0,0.0,0.0,125348.0,2250.0,699652.0,594704.0,14868.0,17118.0,36.8,1.678,126923.0,<130K,2634.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,28725.0,29931.17,1.6,6,760070.0,78668.0,25.110001,1.0,1.0,125348.0,7540.0,18188.0,1.579,1.95,134.48,49.1
233,129425,2022-01-03,20,4941,1500.0,2021-10-05,2022-01-03,774000,5.9000001,7.0,90,,83.0,25.0,0.0,0.0,135261.0,2523.0,638739.0,530153.0,13254.0,15777.0,36.3,1.616,131186.0,130-160k,2674.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,25500.0,26765.71,1.6,6,648930.0,64158.0,24.799999,1.0,1.0,135261.0,8357.0,15262.0,1.671,1.95,120.82,48.02
